TeamID,Key,School,Name,Conference
711,NGVILL,North Greenville,Trailblazers,
712,LINCOL,Lincoln (PA),Lions,
713,NYIT,NYIT,Bears,
714,SPALD,Spalding,Golden Eagles,
715,AQUN,Aquinas College,Saints,
716,ILTECH,Illinois Tech,Scarlet Hawks,
717,MNMO,Minnesota-Morris,Cougars,
718,WMETTE,Willamette,Bearcats,
719,WAL,West Alabama,Tigers,
720,DEF,Defiance,Yellow Jackets,
721,ONEO,SUNY-Oneonta,Red Dragons,
722,ECC,Ecclesia,Royals,
723,ENM,Eastern New Mexico,Greyhounds,
724,LEWCL,Lewis & Clark,Pioneers,
725,METHOD,Methodist,Monarchs,
727,TOUGAL,Tougaloo,Bulldogs,
728,CONCNE,Concordia (NE),Bulldogs,
729,SARE,Salve Regina,Seahawks,
730,MOLL,Molloy,Lions,
731,SWESLE,Southern Wesleyan,Warriors,
732,PBAC,Palm Beach Atlantic,Sailfish,
733,WSTMPA,Westminster (PA),Titans,
734,SUNYM,SUNY-Maritime,Privateers,
735,STMATX,St. Mary's (TX),Rattlers,
736,MSBOS,Massachusetts-Boston,Beacons,
737,AVEM,Ave Maria,Gyrenes,
738,NWNAZA,Northwest Nazarene,Nighthawks,
739,GOVE,Governors State,Jaguars,
740,RSCNJ,Stockton,Ospreys,
741,JAC,Lindenwood,Lions,Ohio Valley
742,AVIL,Avila,Eagles,
743,HIPACI,Hawaii Pacific,Sharks,
744,EOR,Eastern Oregon,Mountaineers,
745,FAY,Fayetteville State,Broncos,
746,SWST,Southwest Minnesota State,Mustangs,
747,PUCA,Purdue Northwest,Pride,
748,MCMR,McMurry,War Hawks,
749,COKER,Coker,Cobras,
750,DXST,Utah Tech,Trailblazers,Western Athletic
751,ARMON,Arkansas-Monticello,Boll Weevils,
752,DALCHR,Dallas Christian,Crusaders,
753,BTHTN,Bethel (TN),Wildcats,
754,CMPVLE,Campbellsville,Tigers,
755,LAV,La Verne,Leopards,
756,OBER,Oberlin College,Yeomen,
757,FLOR,Florida National,Conquistadors,
758,JOWAL,Johnson & Wales (RI),Wildcats,
759,MCGI,McGill,Redmen,
760,DCKSNS,Dickinson State,Blue Hawks,
761,SKIDMO,Skidmore,Thoroughbreds,
762,ELMIRA,Elmira,Soaring Eagles,
764,UCSC,California-Santa Cruz,Banana Slugs,
765,WAYB,Wayland Baptist,Pioneers,
766,TAMI,Texas A&M-International,Dustdevils,
767,WCBAP,West Coast Baptist,Eagles,
768,MISSCO,Mississippi College,Choctaws,
769,COLL,College of Saint Elizabeth,Eagles,
770,SIENHT,Siena Heights,Saints,
771,IW,St. Joseph's (NY-Brooklyn),Bears,
772,ARBAP,Arlington Baptist,Patriots,
773,SEBAP,Southeastern Baptist,Chargers,
774,OCHIL,Ohio Chillicothe,Hilltoppers,
775,PSWB,Penn State-Wilkes-Barre,Nittany Lions,
776,CASLA,Cal State-Los Angeles,Golden Eagles,
777,NMU,Northern Michigan,Wildcats,
778,SDSM,South Dakota School of Mines,Hardrockers,
779,MONTE,Montevallo,Falcons,
780,CRBN,Corban,Warriors,
784,MSUN,Montana State-Northern,Lights,
785,FARM,Farmingdale State,Rams,
786,SWBP,Southwest Baptist,Bearcats,
787,NYCT,New York City Tech,Yellow Jackets,
789,WCST,Western Colorado,Mountaineers,
790,BW,Bacone,Warriors,
791,TOM,Thomas,Terriers,
792,ALM,Alma,Scot,
793,ARTECH,Arkansas Tech,Wonder Boys,
794,MMM,Maine Maritime,Mariners,
795,EMHEN,Emory & Henry,Wasps,
796,CALDW,Caldwell,Cougars,
797,GNV,Geneva,Golden Tornadoes,
798,GALLU,Gallaudet,Bison,
799,LUTHE,Luther,Norse,
800,JDSNE,Judson,Eagles,
801,CRNWE,Carson-Newman,Eagles,
802,NEKEA,Nebraska-Kearney,Antelopes,
803,COKLB,Central Oklahoma,Bronchos,
804,MRYVLS,Maryville (MO),Saints,
805,WIDENP,Widener,Pioneers,
806,TAMPAS,Tampa,Spartans,
808,WMPATP,William Paterson,Pioneers,
809,MLCW,Midland Lutheran,Warriors,
810,NEBWESP,Nebraska Wesleyan,Prairie Wolves,
811,FREEDL,Freed-Hardeman,Lions,
812,CTCOLLC,Connecticut College,Camels,
813,WESTMOW,Westmont,Warriors,
814,SKCF,Saint Katherine College,Firebirds,
815,PURPAN,Purchase,Panthers,
816,SBERS,St. Bernard,Saints,
817,MERRI,Merrimack College,Warriors,Metro Atlantic Athletic
818,AKFBN,Alaska Fairbanks,Nanooks,
819,XAVLA,Xavier (LA),Gold Rush,
820,ERSFF,Erskine,Flying Fleet,
822,JCSG,Johnson C. Smith,Golden Bulls,
823,UMSLR,Missouri-St.Louis,Riverman,
824,CECHT,Central Christian College,Tigers,
825,CHDE,Chadron State,Eagles,
826,BENCR,Benedictine College,Ravens,
827,CBAPM,Central Baptist College,Mustangs,
828,CSSBC,CSU San Bernardino,Coyotes,
829,LSUAG,LSU-Alexandria,Generals,
831,CNCUE,Cincinnati Christian,Eagles,
832,OLIVE,Olivet College,Comets,
833,NDMG,Notre Dame of Maryland,Gators,
834,CULV,Culver-Stockton,Wildcats,
835,TBKT,Thomas University,Terriers,
836,WARUR,Warner,Royals,
837,CRMTS,Carroll (MT),Fighting Saints,
838,PERUB,Peru State College,Bobcats,
839,UISP,Illinois-Springfield Prairie ,Stars,
840,WPCK,Warner Pacific College,Knights,
841,MORRI,Morris College,Hornets,
842,DAKU,Dakota Wesleyan Univeristy,Tigers,
843,PQT,Paul Quinn,Tigers,
844,ROCKH,Rockhurst,Hawks,
845,BPORT,Bridgeport,Purple Knights,
846,ENAZ,Eastern Nazarene,Lions,
847,SNOK,Southern-New Orleans,Knights,
848,PJMC,Pittsburgh-Johnstown,Mountain Cats,
849,ALCE,Alice Lloyd College,Eagles,
850,AHC,Alabama Huntsville,Chargers,
851,SID,Staten Island,Dolphins,
852,MOCO,Montreat College,Cavaliers,
853,LETYJ,Le Tourneau,Yellow Jackets,
854,FDMU,FDU Madison,Devils,
855,FISF,Fisher College,Falcons,
856,HUSSB,Husson,Braves,
857,WALW,Waldorf College,Warriors,
858,NBRI,Newberry,Wolves,
859,OAKA,Oakwood,Ambassadors,
860,CRF,Crowleys Ridge,Falcons,
861,NNME,Northern New Mexico,Eagles,
862,MARIK,Marian,Knights,
863,MMCL,Mount Mary College,Lancers,
864,OWEN,Le Moyne-Owen,Magicians,
865,CCSC,Columbia College (SC),Koalas,
866,WOU,Western Oregon,Wolves,
867,ASH,Asbury,Eagles,
868,MUSK,Muskingum,Muskies,
869,PHS,Philander Smith,Panthers,
870,OTAZ,Ottawa (AZ),Spirit,
871,SCSU,Southern Connecticut State,Owls,
872,WILJ,William Jewell,Cardinals,
873,CONV,Converse College,Valkyries,
874,BETHB,Anaheim,Bethesda,
875,PAIN,Paine,Lions,
876,ALBS,Albany State (GA),Golden Rams,
877,SHOR,Shorter,Hawks,
878,STE,Health Sciences and Pharmacy,Eutectics,
879,WMA,Wheaton College (MA),Lyons,
880,JCSC,New Jersey City,Gothic Knights,
881,PHCH,Philadelphia,Chestnut,
883,PACOR,Pacific (OR),Boxers,
884,MRYV,Maryville (TN),Fighting Scots,
885,MDV,Michigan Dearborn,Wolverines,
886,FLAG,Flagler,Saints,
887,VF,Valley Forge,Patriots,
888,CURR,Curry College,Colonels,
889,MALONE,Malone,Pioneers,
890,CINC,Cincinnati Clermont,Cougars,
891,MVS,Marymount VA,Saints,
892,FUDF,FDU-Florham,Devils,
893,RHODE,Rhodes College,Lynx,
894,THIEL,Thiel College,Tomcats,
896,CONC,Concordia University (WI),Falcons,
898,OLIVET,Olivet Nazarene,Tigers,
899,ILLWES,Illinois Wesleyan ,Titans,
900,UAT,University of Texas at Dallas,Comets,
901,DELTA,Delta State,Statesmen,
902,DAVEN,Davenport University,Panthers,
903,WNM,Western New Mexico,Mustangs,
904,PLL,Pacific Lutheran,Lutes,
905,EVER,Evergreen State,Geoducks,
906,NDM,Notre Dame de Namur,Argonauts,
907,HIRAM,Hiram,Hiram,
908,PIKE,Pikeville,Bears,
909,CHIM,Chicago,Maroons,
910,CROWN,Crown College,Polars,
911,HAMPT,Hampden-Sydney,Tigers,
912,SPOLY,SUNY Poly,Wildcats,
913,EDIN,Edinboro,Fighting Scots,
914,ROCKY,Rocky,Mountain Bears,
915,GETTY,Gettysburg,Bullets,
917,AND,Anderson (IN),Ravens,
918,NEW,Newport News Apprentice,Builders,
919,VWH,Virginia-Wise Highland,Cavaliers,
920,PACI,Pacific Union,Pioneers,
921,FAIRS,Fairmont State,Falcons,
922,PHO,Phoenix,Saguaic,
923,GORDON,Gordon College,Fighting Scots,
924,SIMPS,Simpson College,Storm,
925,SUNYPO,SUNY Potsdam,Bears,
926,ROGERS,Rogers State,Hillcats,
927,CORN,Cornell College,Rams,
928,RED,Redlands,Bulldogs,
929,BLUE,Bluefield State,Big Blues,
930,CONCC,Concord College,Mountain Lions,
931,LESLEY,Lesley,Lynx,
932,FPS,Fresno Pacific,Sunbirds,
933,TRINIL,Trinity (IL),Trolls,
934,THOMAS,St. Thomas (TX),Celts,
935,OHNO,Ohio Northern,Polar Bears,
936,SWCU,Southwestern Christian,Eagles,
937,NORTH,North Central,Cardinals,
938,ECT,East Central,Tigers,
939,EUREKA,Eureka,Red Devils,
940,ED,Edmonds,Tritons,
942,TOCCOA,Toccoa Falls,Eagles,
943,SAGU,SAGU American Indian College,Warriors,
945,POST,LIU Post,Pioneers,
946,AUB,Auburn Montgomery,Warhawks,
947,GUELPH,Guelph,Gryphons,
948,EASTERN,Eastern,Eagles,
949,RIO,Rio Grande ,Red Storm,
950,MARTY,Mount Marty,Lancers,
952,WES,Tennessee Wesleyan,Bulldogs,
953,HASK,Haskell,Jayhawks,
954,SUMMIT,Clarks Summit,Defenders,
955,GANNON,Gannon,Golden Knights,
956,FAMILY,Holy Family,Tigers,
957,STLB,St. Thomas (FL),Bobcats,
958,BAC,Belmont Abbey,Crusaders,
959,CCMO,Central Christian (MO),Saints,
960,SFS,San Francisco State,Gators,
961,LAND,Lander,Bearcats,
962,QUEEN,Queens (NC),Royals,Atlantic Sun
963,RAN,Randall,Saints,
964,NCMN,North Central (MN),Rams,
969,THOM,Thomas (GA),Night Hawks,
970,DOANE,Doane,Tigers,
971,CHOW,Chowan,Hawks,
972,SUL,Sul Ross State,Lobos,
973,LINDEN,Lindenwood-Belleville,Lynx,
975,MSJ,Mt. St. Joseph,Lions,
976,WHIT,Whittier,Poets,
977,NAS,North American,Stallions,
978,MDW,Michigan-Dearborn,Wolves,
979,OCE,Oklahoma Christian,Eagles,
981,GCL,Georgian Court,Lions,
983,UMSL,University of Missouri-St.Louis,Tritons,
984,HASKELL,Haskell Indian Nations,Fighting Indians,
985,HFAMILY,Holy Family College,Lakers,
986,PSY,Penn State-York,Nittany Lions,
987,VAN,Vanguard,Lions,
988,MORE,Morehouse College,Maroon,
989,LEWIS,Lewis,Flyers,
990,CSEB,Cal State-East Bay,Pioneers,
991,PLN,Point Loma Nazarene,Sea Lions,
992,MUHL,Muhlenberg,Mules,
993,MSM,Minnesota State-Mankato,Mavericks,
994,SRU,Slippery Rock,Rock,
995,SJM,Saint John's (MN),Johnnies,
996,UWW,Wisconsin-Whitewater,Warhawks,
997,UWF,West Florida,Argonauts,
998,FSB,Ferris State,Bulldogs,
999,CLRK,Clark,Cougars,
1000,SUB,Shaw,Bears,
1001,LBB,Livingstone,Blue Bears,
1002,DBU,Dallas Baptist,Patriots,
1003,OBB,Oklahoma Baptist,Bison,
1004,DOCP,Dominican (CA),Penguins,
1005,AAUK,Academy of Art,Urban Knights,
1006,CUI,Concordia-Irvine,Eagles,
1007,UCSD,California-San Diego,Tritons,Big West
1009,SHP,Shippensburg,Raiders,
1011,UCCS,Colorado-Colorado Springs,Mountain Lions,
1012,NTHW,Northwood,Timberwolves,
1013,ECKC,Eckerd College,Tritons,
1014,MSR,Metropolitan State,Roadrunners,
1016,RUTC,Rutgers-Camden,Scarlet Raptors,
1017,CRC,Crowley's Ridge College,Pioneers,
1018,VST,Virginia State,Trojans,
1019,VUP,Virginia Union,Panthers,
1020,CUP,Clafin,Panthers,
1021,OHC,Oak Hill Christian,Wolfpack,
1023,DEA,Dean College,Bulldogs,
1024,TARL,Tarleton State,Texans,Western Athletic
1025,BELLA,Bellarmine,Knights,Atlantic Sun
1028,BEL,Belhaven,Blazers,
1029,INDY,Indianapolis,Greyhounds,
1030,VAW,VA Wesleyan,Blue Marlins,
1031,PPU,Point Park,Pioneers,
1032,ADAMS,Adams State,Grizzlies,
1033,NG,North Georgia,Saints,
1034,LIME,Limestone,Saints,
1035,LBC,Lancaster Bible College,Chargers,
1036,SHRE,LSU-Shreveport,Pilots,
1037,GSW,Georgia Southwestern State,Hurricanes,
1038,CARO,Carolina,Bruins,
1039,RIC,Rhode Island College,Anchormen,
1040,MHB,Mary Hardin-Baylor,Crusaders,
1041,TAMT,Texas A&M-Texarkana,Eagles,
1042,CARLOW,Carlow,Celtics,
1043,EMM,Emmanuel,Lions,
1044,CSC,Columbus State,Cougars,
1045,EVA,Evangel ,Valor,
1046,TIU,Trinity International,Trojans,
1047,TUP,Transylvania,Pioneers,
1048,BCRR,Bluefield College,Ramblin' Rams,
1049,PUG,Park-Gilbert,Buccaneers,
1050,LCST,Lewis Clark State,Warriors,
1051,CCGA,College of Coastal Georgia,Mariners,
1052,LUM,Lincoln (MO),Blue Tigers,
1053,LURE,Life,Running Eagles,
1054,MIDWS,Midwestern State,Mustangs,
1055,SCA,SC Aiken,Pacers,
1056,NCPM,NC Pembroke,Braves,
1057,TAL,Talladega,Tornadoes,
1058,TUSC,Tusculum,Pioneers,
1059,KEENE,Keene State,Owls,
1060,FTLAUD,Fort Lauderdale,Eagles,
1061,TRINE,Trine,Thunder,
1062,MRCY,Mercyhurst,Lakers,Northeast
1063,STAMB,St. Ambrose,Fighting Bees,
1064,ACU,Arizona Christian,Firestorm,
1065,WSHB,Washburn,Ichabods,
1066,NEWM,Newman,Jets,
1067,ACB,Adrian College,Bulldogs,
1068,CALVIN,Calvin,Knights,
1069,USMMA,US Merchant Marine Academy,Mariners,
1070,SALEM,Salem,Tigers,
1071,GREENP,Greenville,Panthers,
1073,FDF,Fairleigh Dickinson Florham,Devils,
1074,CATA,Catawba,Indians,
1075,SX,Saint Xavier,Cougars,
1076,POINT,Point,Skyhawks,
1077,LASU,La Sierra,Golden Eagles,
1078,SPC,Spurgeon College,Knights,
1079,CSM,Colorado School of Mines,Orediggers,
1080,FHSU,Fort Hays State,Tigers,
1081,CSUP,Colorado State-Pueblo,ThunderWolves,
1082,YCC,Yellowstone Christian College,Centurions,
1083,DSR,Dalton State,Roadrunners,
1084,COR,Cornerstone,Golden Eagles,
1085,CCMC,Columbia College,Cougars,
1087,WVT,West Virginia Tech,Golden Bears,
1088,CSVILLE,Campbellsville-Harrodsburg,Pioneers,
1090,LEEU,Lee,Flames,
1091,STMS,St Martins,Saints,
1092,WHW,Whitworth,Pirates,
1093,WING,Wingate,Bulldogs,
1094,BERRY,Berry College,Vikings,
1095,YHAR,Young Harris College,Mountain Lions,
1096,SWAD,Southwestern Adventist,Knights,
1097,GRGF,George Fox,Bruins,
1098,SVK,Southern Virginia,Knights,
1099,SCR,Shepherd College,Rams,
1100,NESTST,Northeastern State,RiverHawks,
1101,WTAM,West Texas A&M,Buffaloes,
1102,NMSU,Northwest Missouri State University,Bearcats,
1103,CONCMN,Concordia-Moorhead,Cobbers,
1104,MANHV,Manhattanville,Valiants,
1105,HAST,Hastings College,Broncos,
1106,HOPE,Hope,Flying Dutchman,
1108,WHEEL,Wheeling,Cardinals,
1109,SAGV,Saginaw Valley,Cardinals,
1110,BUFST,Buffalo State,Bengals,
1111,NYAC,Nyack College,Warriors,
1112,STMN,St. Thomas (MN),Tommies,Summit
1113,FRED,Fredonia State,Blue Devils,
1114,CMS,Claremont-Mudd-Scripps,Stags,
1115,IAW,Iowa Wesleyan,Tigers,
1116,VAS,Vassar,Brewers,
1117,MAFARM,Maine-Farmington,Beavers,
1118,BARC,Barclay College,Bears,
1119,CEMET,Central Methodist,Eagles,
1120,BAB,Babson,Beavers,
1121,DILD,Dillard,Blue Devils,
1122,NENGD,New England,Nor'Easters,
1123,AINTL,American International,Yellow Jackets,
1124,NEUM,Neumann,Knights,
1125,GUIL,Guilford,Quakers,
1126,HANO,Hanover,Panthers,
1127,DEPAUW,DePauw,Tigers,
1128,WISSUP,Wisconsin-Superior,Yellowjackets,
1129,ROOS,Roosevelt,Lakers,
1130,MORAV,Moravian,Greyhounds,
1131,MINDU,Minnesota Duluth,Bulldogs,
1132,MTOLI,Mount Olive,Trojans,
1133,EMBRID,Embry Riddle,Eagles,
1134,UTENNS,UT Southern,Firehawks,
1135,ERIE,Lake Erie,Storm,
1136,STJME,St. Josephs (ME),Monks,
1137,CCC,Carolina Christian,Centurians,
1138,KNOX,Knox,Prarie Fire,
1139,KEYST,Keystone,Giants,
1140,MARB,Mary Baldwin,Fighting Squirrels,
1141,WEBSTER,Webster,Gorloks,
1142,BETIN,Bethel (IN),Pilots,
1143,CLINT,Clinton,Golden Bears,
1144,REGC,Regis College,Pride,
1145,SUNYNP,SUNY New Paltz,Hawks,
1146,SALB,Salisbury,Sea Gulls,
1147,VULYN,VU of Lynchburg,Dragons,
1148,GWYM,Gwynedd Mercy,Griffins,
1149,ELIZ,Elizabethtown,Blue Jays,
1150,ARKBA,Arkansas Baptist,Buffaloes,
1151,UDC,District of Columbia,Firebirds,
1152,OHWES,Ohio Wesleyan,Battling Bishops,
1153,ASC,Agnes Scott College,Scotties,
1154,IMM,Immaculata,Mighty Macs,
1155,TAMK,Texas A&M-Kingsville,Javelinas,
1156,GEOKY,Georgetown (KY),Tigers,
1157,PSALG,Penn State-Allegheny,Nittany Lions,
1158,OHVY,Ohio Valley,Fighting Scots,
1159,USAO,University of Science and Arts of Oklahoma,Drovers,
1160,OT,Oregon Tech,Hustlin' Owls,
1161,KCPA,King's College (PA),Monarchs,
1162,WELLS,Wells College,Express,
1163,INWESL,Indiana Wesleyan,Wildcats,
1164,WRCT,Worcester Tech,Engineers,
1165,PSBEH,Penn State-Behrend,Lions,
1166,FRANK,Franklin,Grizzlies,
1167,GRCHR,Grace Christian,Tigers,
1168,JNCRL,John Carroll,Blue Streaks,
1169,MIVIL,Millersville,Marauders,
1170,LOAKS,Lincoln (CA),Oaks,
1171,KEUKA,Keuka,Storm,
1173,UC,Union University,Bulldogs,
1174,STP,Stephens College,Stars,
1175,MIAH,Miami-Hamilton,Harriers,
1178,AUST,AUST,Kangaroos,
1179,LWC,Lindsey Wilson College,Blue Raiders,
1180,MWSU,Missouri Western State,Griffons,
1181,STJNF,St. John Fisher,Cardinals,
1182,CENTR,Centre College,Colonels,
1183,WART,Wartburg,Knights,
1184,BBCPA,Baptist Bible College (PA),Defenders,
1185,JOHNJ,John Jay,Bloodhounds,
1186,SMSD,College St. Mary,Flames,
1187,TEXCOL,Texas College,Steers,
1188,GRCLND,Graceland,Yellowjackets,
1190,JBROWN,John Brown,Golden Eagles,
1191,ST. ,St. Thomas (CAN),Tommies,
1193,BAPCC,Baptist Christian College,Warriors,
1194,BAKER,Baker,Wildcats,
1195,KINGU,King University,Tornado,
1196,MTSTB,Montana State-Billings,Yellowjackets,
1197,BSHNL,Bushnell,Beacons,
1199,FAULK,Faulkner,Eagles,
1200,JTOWN,Jamestown,Jimmies,
1201,MCLA,Mass College of Liberal Arts,Trailblazers,
1202,UNTD,North Texas-Dallas,Trailblazers,
1203,OHCHR,Ohio Christian,Trailblazers,
1204,ASHL,Ashland,Eagles,
1205,HIR,Hope International,Royals,
1206,WCHES,West Chester,Golden Rams,
1207,UNNY,Union,Chargers,
1208,LHU,Lock Haven,Bald Eagles,
1209,BAPMO,Baptist Bible College (MO),Patriots,
1210,CLAY,Clayton State,Lakers,
1211,TAY,Taylor University,Trojans,
1212,USI,Southern Indiana,Screaming Eagles,Ohio Valley
1213,STNH,Stonehill,Skyhawks,Northeast
1214,LCHB,Lynchburg,Hornets,
1215,VCSV,Valley City State,Vikings,
1216,SARL,Sarah Lawrence,Gryphons,
1217,CHPM,Chapman,Panthers,
1218,FULT,Fulton-Montgomery,Raiders,
1219,MRCM,Mercy,Mavericks,
1220,CMAR,California-Maritime,Keelhaulers,
1221,SALM,Salem College,Spirits,
1222,NRVJ,Northern Vermont-Johnson,Badgers,
1223,BKRS,Bakersfield College,Renegades,
1224,TUFT,Tufts,Jumbos,
1225,BLVU,Bellevue College,Bulldogs,
1226,OSWS,Oswego State,Lakers,
1227,WILK,Wilkes,Colonels,
1228,LYNN,Lynn,Fighting Knights,
1229,OCHT,Ouachita Baptist,Tigers,
1230,SCKY,Simmons College Of Kentucky,Falcons,
1231,HNLG,Hannibal-LaGrange,Trojans,
1232,NWIN,Northwest Indian,Eagles,
1233,MAST,Masters College,Mustangs,
1234,ITHA,Ithaca College,Bombers,
1235,COLS,Colby-Sawyer College,Chargers,
1236,STAUG,St. Augustine,Falcons,
1237,PRVD,Providence (MT),Argos,
1238,LBVC,Lebanon Valley College,Dutchmen,
1239,RIT,RIT,Tigers,
1240,KNTS,Kentucky State,Thorobreds,
1241,ARCD,Arcadia,Knights,
1242,TCNJ,The College of New Jersey,Lions,
1243,ALBERTUS,Albertus Magnus,Falcons,
1244,DYOU,D'Youville,Saints,
1245,STJLI,St. Joseph's (NY-Long Island),Golden Eagles,
1246,BETKS,Bethel (KS),Threshers,
1247,MITCH,Mitchell College,Mariners,
1248,JNSN,Johnson (TN),Royals,
1249,MDNNA,Madonna,Crusaders,
1250,OTTBN,Otterbein,Cardinals,
1251,RCHST,Rochester,Yellowjackets,
1252,PITTG,Pittsburgh-Greensburg,Bobcats,
1253,SUNYD,SUNY-Delhi,Broncos,
1254,PENNK,Penn State-New Kensington,Nittany Lions,
1255,BALDW,Baldwin Wallace,Yellow Jackets,
1256,MCDNL,McDaniel,Green Terror,
1257,WVWSL,WV Wesleyan,Bobcats,
1258,OKBP,OK Baptist,Prophets,
1259,STMRW,St. Mary of the Woods,Pomeroys,
1260,BLUFF,Bluffton,Beavers,
1261,PTBGS,Pittsburg State,Gorillas,
1262,OCDN,Occidental,Tigers,
1263,BLKBN,Blackburn,Beavers,
1264,STVB,St. Vincent,Bearcats,
1265,MAINA,Maine-Augusta,Moose,
1266,FRMHM,Framingham State,Rams,
1268,CSTGD,Coast Guard,Bears,
1269,ANDRN,Anderson (SC),Trojans,
1270,OHIOD,Ohio Dominican,Panthers,
1271,WSW,Wayne State,Warriors,
1272,BRANDEIS,Brandeis,Judges,
1273,SONAZA,Southern Nazarene,Crimson Storm,
1274,CAZEN,Cazenovia,Wildcats,
1275,MSOE,Milwaukee School of Engineering,Raiders,
1276,CRDST,Cardinal Stritch,Wolves,
1277,LORAS,Loras,Duhawks,
1278,LNGST,Langston,Lions,
1279,HAMLT,Hamilton,Continentals,
1280,AURO,Aurora,Spartans,
1281,MISSW,Mississippi University For Women,Owls,
1282,NENGC,New England College,Pilgrims,
1283,SUNYOW,SUNY-Old Westbury,Panthers,
1285,CLM,Calumet College,Crimson Wave,
1286,DAKST,Dakota State,Trojans,
1287,PSBEV,Penn State-Beaver,Nittany Lions,
1288,CEN,Centenary College,Cyclones,
1289,MIAMID,Miami-Middletown,ThunderHawks,
1290,MSMBK,Mount Saint Mary,Blue Knights,
1291,HOUGH,Houghton,Highlanders,
1292,KANCH,Kansas Christian,Falcons,
1293,WLIBST,West Liberty State,Hilltoppers,
1294,ECSU,Elizabeth City State,Vikings,
1295,MANS,Mansfield,Mountaineers,
1296,UOSD,University of Sciences,Devils,
1297,LOUR,Lourdes,Gray Wolves,
1298,BARR,Barry,Buccaneers,
1299,VSB,Valdosta State,Blazers,
1300,UOZC,Ozark Christian,Ambassadors,
1301,JOHN,John Melvin,Millers,
1302,MVN,Mount Vernon Nazarene,Cougars,
1303,SFU,Simon Fraser,Red Leafs,
1304,PSALT,Penn State-Altoona,Nittany Lions,
1305,GRAC,Grace College,Lancers,
1306,MUPR,Mount Union,Purple Raiders,
1307,LANE,Lane,Dragons,
1308,VMV,Villa Maria,Vikings,
1309,MARYW,Marywood,Pacers,
1310,MEPRE,Maine-Presque Isle,Owls,
1311,FRIENDS,Friends,Falcons,
1312,LSS,Lake Superior State,Lakers,
1313,SMSP,Saint Mary,Spires,
1314,LEHM,Lehman College,Lightning,
1315,TABR,Tabor College,Blue Jays,
1316,CHEY,Cheyney,Wolves,
1317,WRCST,Worcester State,Lancers,
1318,FELI,Felician,Golden Falcons,
1319,BTHWV,Bethany (WV),Bison,
1320,UICOL,United International College,Eagle Rays,
1321,MONIL,Monmouth (IL),Fighting Scots,
1322,PSUBW,Penn State-Brandywine,Nittany Lions,
1323,ANDRW,Andrews,Cardinals,
1324,PSUSK,Penn State-Schuylkill,Nittany Lions,
1325,WTNBG,Wittenberg,Tigers,
1326,DEVAL,Delaware Valley,Aggies,
1327,LRCH,La Roche,Redhawks,
1328,PRM,Puerto Rico-Mayaguez,Bulldogs,
1329,BARD,Bard,Raptors,
1330,ARFS,Arkansas Fort Smith,Lions,
1331,MMER,Mount Mercy,Mustangs,
1333,OKWES,Oklahoma Wesleyan,Eagles,
1334,LINF,Linfield,Wildcats,
1335,CLE,Cleary,Cougars,
1336,CUKY,Cumberland (KY),Patriots,
1337,GREAT,Great Lakes Christian,Crusaders,
1338,PSABI,Penn State-Abington,Nittany Lions,
1339,CONCSTP,Concordia-St.Paul,Golden Bears,
1340,WSLEE,Washington and Lee,Generals,
1341,CLRKE,Clarke,Pride,
1342,PLATT,SUNY-Plattsburgh,Cardinals,
1343,WIRIV,Wisconsin-River Falls,Falcons,
1344,SNYM,SUNY Morrisville,Mustangs,
1345,STANT,Stanton,Elks,
1347,BERM,Berea College,Mountaineers,
1348,ROBWES,Roberts Wesleyan,Redhawks,
1349,WFIELDST,Westfield State,Owls,
1350,NCOLLFL,New College of Florida,Mighty Banyans,
1351,NAVTC,Navajo Technical,Skyhawks,
1352,SPFLD,Springfield,Pride,
1353,SWOKST,Southwestern Oklahoma State,Bulldogs,
1354,ADELP,Adelphi,Panthers,
1355,NORTHST,Northern State,Wolves,
1356,SUSQ,Susquehanna,Crusaders,
1357,STERL,Sterling College,Warriors,
1358,CLATL,Clark Atlanta,Panthers,
1359,GLDBEA,Goldey-Beacom,Lightning,
1361,OPSU,Oklahoma Panhandle State,Aggies,
1362,ESTRO,East Stroudsburg,Warriors,
1363,BRTN,Barton,Bulldogs,
1366,BIBL,College of Biblical Studies,Ambassadors,
1367,YORKNE,York (NE),Panthers,
1368,MINOT,Minot State,Beavers,
1369,LINMEM,Lincoln Memorial,Railsplitters,
1370,BRIDMA,Bridgewater (MA),Bears,
1371,HILCH,Hillsdale,Chargers,
1372,DALCRU,Dallas,Crusaders,
1373,KUYP,Kuyper,Cougars,
1374,MWASH,Mary Washington,Eagles,
1375,SRGK,Saint Rose,Golden Knights,
1376,EDGE,Edgewood College,Eagles,
1377,KUZTWN,Kutztown,Golden Bears,
1378,WESGA,Wesleyan (GA) College,Wolves,
1379,BRYST,Bryant & Stratton,Bobcats,
1380,BLOOM,Bloomfield,Bears,
1381,DORDT,Dordt,Defenders,
1382,UWSTPT,Wisconsin-Stevens Pt,Pointers,
1383,VITE,Viterbo,V-Hawks,
1384,FIVE,Five Towns,Sound,
1385,BIOLA,Biola,Eagles,
1386,MARYM,Mary,Marauders,
1387,WVST,West Virginia State,Yellow Jackets,
1388,GVST,Grand Valley State,Lakers,
1389,TMU,Toronto Metropolitan,Bold,
1390,PPARK,Park-Parkville,Pirates,
1391,UWG,West Georgia,Wolves,Atlantic Sun
1392,LAKE,Lakeland,Muskies,
