TeamID,Key,School
1135,ERIE,Lake Erie
1136,STJME,St. Josephs (ME)
1137,CCC,Carolina Christian
1138,KNOX,Knox
1139,KEYST,Keystone
1140,MARB,Mary Baldwin
1141,WEBSTER,Webster
1142,BETIN,Bethel (IN)
1143,CLINT,Clinton
1144,REGC,Regis College
1145,SUNYNP,SUNY New Paltz
1146,SALB,Salisbury
1147,VULYN,VU of Lynchburg
1148,GWYM,Gwynedd Mercy
1149,ELIZ,Elizabethtown
1150,ARKBA,Arkansas Baptist
1151,UDC,District of Columbia
1152,OHWES,Ohio Wesleyan
1153,ASC,Agnes Scott College
1154,IMM,Immaculata
1155,TAMK,Texas A&M-Kingsville
1156,GEOKY,Georgetown (KY)
1157,PSALG,Penn State-Allegheny
1158,OHVY,Ohio Valley
1159,USAO,University of Science and Arts of Oklahoma
1160,OT,Oregon Tech
1161,KCPA,King's College (PA)
1162,WELLS,Wells College
1163,INWESL,Indiana Wesleyan
1164,WRCT,Worcester Tech
1165,PSBEH,Penn State-Behrend
1166,FRANK,Franklin
1167,GRCHR,Grace Christian
1168,JNCRL,John Carroll
1169,MIVIL,Millersville
1170,LOAKS,Lincoln (CA)
1171,KEUKA,Keuka
1173,UC,Union University
1174,STP,Stephens College
1175,MIAH,Miami-Hamilton
1178,AUST,AUST
1179,LWC,Lindsey Wilson College
1180,MWSU,Missouri Western State
1181,STJNF,St. John Fisher
1182,CENTR,Centre College
1183,WART,Wartburg
1184,BBCPA,Baptist Bible College (PA)
1185,JOHNJ,John Jay
1186,SMSD,College St. Mary
1187,TEXCOL,Texas College
1188,GRCLND,Graceland
1190,JBROWN,John Brown
1191,ST. ,St. Thomas (CAN)
1193,BAPCC,Baptist Christian College
1194,BAKER,Baker
1195,KINGU,King University
1196,MTSTB,Montana State-Billings
1197,BSHNL,Bushnell
1199,FAULK,Faulkner
1200,JTOWN,Jamestown
1201,MCLA,Mass College of Liberal Arts
1202,UNTD,North Texas-Dallas
1203,OHCHR,Ohio Christian
1204,ASHL,Ashland
1205,HIR,Hope International
1206,WCHES,West Chester
1207,UNNY,Union
1208,LHU,Lock Haven
1209,BAPMO,Baptist Bible College (MO)
1210,CLAY,Clayton State
1211,TAY,Taylor University
1212,USI,Southern Indiana
1213,STNH,Stonehill
1214,LCHB,Lynchburg
1215,VCSV,Valley City State
1216,SARL,Sarah Lawrence
1217,CHPM,Chapman
1218,FULT,Fulton-Montgomery
1219,MRCM,Mercy
1220,CMAR,California-Maritime
1221,SALM,Salem College
1222,NRVJ,Northern Vermont-Johnson
1223,BKRS,Bakersfield College
1224,TUFT,Tufts
1225,BLVU,Bellevue College
1226,OSWS,Oswego State
1227,WILK,Wilkes
1228,LYNN,Lynn
1229,OCHT,Ouachita Baptist
1230,SCKY,Simmons College Of Kentucky
1231,HNLG,Hannibal-LaGrange
1232,NWIN,Northwest Indian
1233,MAST,Masters College
1234,ITHA,Ithaca College
1235,COLS,Colby-Sawyer College
1236,STAUG,St. Augustine
1237,PRVD,Providence (MT)
1238,LBVC,Lebanon Valley College
1239,RIT,RIT
1240,KNTS,Kentucky State
1241,ARCD,Arcadia
1242,TCNJ,The College of New Jersey
1243,ALBERTUS,Albertus Magnus
1244,DYOU,D'Youville
1245,STJLI,St. Joseph's (NY-Long Island)
1246,BETKS,Bethel (KS)
1247,MITCH,Mitchell College
1248,JNSN,Johnson (TN)
1249,MDNNA,Madonna
1250,OTTBN,Otterbein
1251,RCHST,Rochester
1252,PITTG,Pittsburgh-Greensburg
1253,SUNYD,SUNY-Delhi
1254,PENNK,Penn State-New Kensington
1255,BALDW,Baldwin Wallace
1256,MCDNL,McDaniel
1257,WVWSL,WV Wesleyan
1258,OKBP,OK Baptist
1259,STMRW,St. Mary of the Woods
1260,BLUFF,Bluffton
1261,PTBGS,Pittsburg State
1262,OCDN,Occidental
1263,BLKBN,Blackburn
1264,STVB,St. Vincent
1265,MAINA,Maine-Augusta
1266,FRMHM,Framingham State
1268,CSTGD,Coast Guard
1269,ANDRN,Anderson (SC)
1270,OHIOD,Ohio Dominican
1271,WSW,Wayne State
1272,BRANDEIS,Brandeis
1273,SONAZA,Southern Nazarene
1274,CAZEN,Cazenovia
1275,MSOE,Milwaukee School of Engineering
1276,CRDST,Cardinal Stritch
1277,LORAS,Loras
1278,LNGST,Langston
1279,HAMLT,Hamilton
1280,AURO,Aurora
1281,MISSW,Mississippi University For Women
1282,NENGC,New England College
1283,SUNYOW,SUNY-Old Westbury
1285,CLM,Calumet College
1286,DAKST,Dakota State
1287,PSBEV,Penn State-Beaver
1288,CEN,Centenary College
1289,MIAMID,Miami-Middletown
1290,MSMBK,Mount Saint Mary
1291,HOUGH,Houghton
1292,KANCH,Kansas Christian
1293,WLIBST,West Liberty State
1294,ECSU,Elizabeth City State
1295,MANS,Mansfield
1296,UOSD,University of Sciences
1297,LOUR,Lourdes
1298,BARR,Barry
1299,VSB,Valdosta State
1300,UOZC,Ozark Christian
1301,JOHN,John Melvin
1302,MVN,Mount Vernon Nazarene
1303,SFU,Simon Fraser
1304,PSALT,Penn State-Altoona
1305,GRAC,Grace College
1306,MUPR,Mount Union
1307,LANE,Lane
1308,VMV,Villa Maria
1309,MARYW,Marywood
1310,MEPRE,Maine-Presque Isle
1311,FRIENDS,Friends
1312,LSS,Lake Superior State
1313,SMSP,Saint Mary
1314,LEHM,Lehman College
1315,TABR,Tabor College
1316,CHEY,Cheyney
1317,WRCST,Worcester State
1318,FELI,Felician
1319,BTHWV,Bethany (WV)
1320,UICOL,United International College
1321,MONIL,Monmouth (IL)
1322,PSUBW,Penn State-Brandywine
1323,ANDRW,Andrews
1324,PSUSK,Penn State-Schuylkill
1325,WTNBG,Wittenberg
1326,DEVAL,Delaware Valley
1327,LRCH,La Roche
1328,PRM,Puerto Rico-Mayaguez
1329,BARD,Bard
1330,ARFS,Arkansas Fort Smith
1331,MMER,Mount Mercy
1333,OKWES,Oklahoma Wesleyan
1334,LINF,Linfield
1335,CLE,Cleary
1336,CUKY,Cumberland (KY)
1337,GREAT,Great Lakes Christian
1338,PSABI,Penn State-Abington
1339,CONCSTP,Concordia-St.Paul
1340,WSLEE,Washington and Lee
1341,CLRKE,Clarke
1342,PLATT,SUNY-Plattsburgh
1343,WIRIV,Wisconsin-River Falls
1344,SNYM,SUNY Morrisville
1345,STANT,Stanton
1347,BERM,Berea College
1348,ROBWES,Roberts Wesleyan
1349,WFIELDST,Westfield State
1350,NCOLLFL,New College of Florida
1351,NAVTC,Navajo Technical
1352,SPFLD,Springfield
1353,SWOKST,Southwestern Oklahoma State
1354,ADELP,Adelphi
1355,NORTHST,Northern State
1356,SUSQ,Susquehanna
1357,STERL,Sterling College
1358,CLATL,Clark Atlanta
1359,GLDBEA,Goldey-Beacom
1361,OPSU,Oklahoma Panhandle State
1362,ESTRO,East Stroudsburg
1363,BRTN,Barton
1366,BIBL,College of Biblical Studies
1367,YORKNE,York (NE)
1368,MINOT,Minot State
1369,LINMEM,Lincoln Memorial
1370,BRIDMA,Bridgewater (MA)
1371,HILCH,Hillsdale
1372,DALCRU,Dallas
1373,KUYP,Kuyper
1374,MWASH,Mary Washington
1375,SRGK,Saint Rose
1376,EDGE,Edgewood College
1377,KUZTWN,Kutztown
1378,WESGA,Wesleyan (GA) College
1379,BRYST,Bryant & Stratton
1380,BLOOM,Bloomfield
1381,DORDT,Dordt
1382,UWSTPT,Wisconsin-Stevens Pt
1383,VITE,Viterbo
1384,FIVE,Five Towns
1385,BIOLA,Biola
1386,MARYM,Mary
1387,WVST,West Virginia State
1388,GVST,Grand Valley State
1389,TMU,Toronto Metropolitan
1390,PPARK,Park-Parkville
1391,UWG,West Georgia
1392,LAKE,Lakeland
1393,MERAA,Meredith
1394,DOMNY,Dominican (NY)
1395,FRANKP,Franklin Pierce
1396,CAP,Capital
1397,JUST,Justice College
1398,TAMSA,Texas A&M-San Antonio
1399,HCS,Holy Cross (IN)
1400,SOR,Southern Oregon
1401,VTSTR,Vermont State Randolph
1402,PITTB,Pittsburgh Bradford
1403,SUNYB,SUNY-Brockport
1404,NELSON,Nelson
1405,MANORC,Manor College
1407,ENDC,Endicott College
1408,PSSHEN,Penn State-Shenango
1409,PSFAY,Penn State-Fayette
1410,PSSCR,Penn State-Scranton
1411,NOBEL,Nobel
1412,BOWD,Bowdoin
1413,RPI,Rensselaer Polytechnic
1414,PRATT,Pratt Institute
1415,STMAMN,St. Mary's (MN)
1416,MARWI,Marian (WI)
1417,DICKPA,Dickinson (PA)
1418,SPBMTD,Spartanburg Methodist
1419,MSOS,Missouri Southern State
1420,AUG,Augusta
1421,STNOR,St. Norbert
1422,CALG,Calgary
1423,RANM,Randolph-Macon
1424,MINC,Minnesota-Crookston
1425,MITECH,Michigan Tech
1426,IUCO,IU Columbus
1427,WSTMMO,Westminster (MO)
1428,INSE,Indiana-Southeast
1429,CHATC,Chatham
1430,CHRSNW,Christopher Newport
1431,NIACOL,Niagara College
1432,UWLACR,Wisconsin-La Crosse
1433,HAVER,Haverford
1434,CARRWI,Carrol (WI)
1435,STILL,Stillman
1436,JOHNS,Johns Hopkins
1437,FORTLEW,Fort Lewis
1438,SUNYGE,SUNY-Geneseo
1439,CHRB,Christian Brothers
1440,RIPO,Ripon
1441,MACAL,Macalester
1442,BLHIL,Black Hills State
1443,YORKNY,York College (NY)
1444,SEAPAC,Seattle Pacific
1445,BETMN,Bethel (MN)
1446,EMMA,Emmanuel (MA)
1447,PRB,Puerto Rico-Bayamon
1448,PRRP,Puerto Rico-Rio Piedras
1449,NELAZ,Nelson (AZ)
1450,POSTU,Post University
1451,STMICH,St. Michael's
1452,BREN,Brenau
